DATE,DGS5
2017-07-03,1.93
2017-07-04,.
2017-07-05,1.92
2017-07-06,1.94
2017-07-07,1.95
2017-07-10,1.93
2017-07-11,1.92
2017-07-12,1.88
2017-07-13,1.89
2017-07-14,1.87
2017-07-17,1.86
2017-07-18,1.82
2017-07-19,1.83
2017-07-20,1.82
2017-07-21,1.81
2017-07-24,1.83
2017-07-25,1.90
2017-07-26,1.83
2017-07-27,1.84
2017-07-28,1.83
2017-07-31,1.84
2017-08-01,1.80
2017-08-02,1.82
2017-08-03,1.79
2017-08-04,1.82
